iter	Logloss
119	0.1812512237
120	0.1812459592
121	0.1812414083
122	0.1811489744
123	0.1811488107
124	0.1810472282
125	0.181043543
126	0.180678967
127	0.1806625533
128	0.1804355693
129	0.1804310067
130	0.1802875301
131	0.1802789781
132	0.1802744974
133	0.1802381837
134	0.1802235366
135	0.1801817828
136	0.1801486747
137	0.1800544041
138	0.1800517952
139	0.1800313337
140	0.1800274262
141	0.180009632
142	0.1800056193
143	0.1799935576
144	0.179989381
145	0.1799871114
146	0.179972979
147	0.1799717858
148	0.1799501894
149	0.1798793168
150	0.1798505841
151	0.179842465
152	0.1798424416
153	0.179792288
154	0.1797901236
155	0.1797620343
156	0.1797585714
157	0.1797470245
158	0.1797184907
159	0.1797149108
160	0.1797104183
161	0.1796702908
162	0.1795978622
163	0.179478123
164	0.1793862039
165	0.1793817349
166	0.1793774998
167	0.1793740369
168	0.1793329617
169	0.1793301423
170	0.1793176477
171	0.1793073526
172	0.1792564737
173	0.1792319409
174	0.1792101573
175	0.1790815034
176	0.1790233827
177	0.179008525
178	0.1789177174
179	0.1789075626
180	0.178901678
181	0.1788997711
182	0.1787862089
183	0.1787733283
184	0.1787697952
185	0.1787678414
186	0.1787477075
187	0.178724368
188	0.178707615
189	0.1786808477
190	0.1786763552
191	0.178660585
192	0.1785585814
193	0.1785578093
194	0.1785558906
195	0.1785516322
196	0.1785487191
197	0.178524198
198	0.1785208404
199	0.1785206532
200	0.1785169329
201	0.1785117503
202	0.1784795663
203	0.1784684874
204	0.17844833
205	0.1784429251
206	0.1784420476
207	0.1784323843
208	0.1784244289
209	0.17816732
210	0.178165881
211	0.1781552934
212	0.1781500522
213	0.178147923
214	0.1781422373
215	0.178141278
216	0.1781003549
217	0.1780987053
218	0.1780393914
219	0.178034548
220	0.1780252122
221	0.1779809666
222	0.1779618387
223	0.1779541057
224	0.177953509
225	0.1779509586
226	0.1779273968
227	0.1779273032
228	0.1779247412
229	0.1778696623
230	0.1778623036
231	0.1778601627
232	0.17785016
233	0.1778215092
234	0.1778179995
235	0.1777882372
236	0.1777861197
237	0.1777814752
238	0.1777801181
239	0.17776333
240	0.177748718
241	0.1777476651
242	0.177746074
243	0.1776902113
244	0.1776856487
245	0.1776773541
246	0.1776767457
247	0.1776609872
248	0.1776554418
249	0.1775918929
250	0.1775866985
251	0.1774917494
252	0.1774694394
253	0.1774404961
254	0.1774396654
255	0.1774369981
256	0.1774339446
257	0.1774270188
258	0.1774253693
259	0.1773389955
260	0.1773382
261	0.1773303968
262	0.1773299756
263	0.1773294959
264	0.1772774588
265	0.177274768
266	0.1772739257
267	0.177257629
268	0.1772539204
269	0.1771803454
270	0.1771783799
271	0.1771479625
272	0.1771447453
273	0.1770628055
274	0.1770564763
275	0.1769538995
276	0.1769237745
277	0.1769158777
278	0.17691307
279	0.1769119586
280	0.1769114672
281	0.1769085892
282	0.1769067525
283	0.1768953928
284	0.1768932518
285	0.1768922925
286	0.1768804999
287	0.1768801841
288	0.1768427941
289	0.1768425484
290	0.1768413902
291	0.1768406531
292	0.1768379975
293	0.1768353184
294	0.1767313962
295	0.1767260848
296	0.1766964161
297	0.1766256489
298	0.1766204428
299	0.1766079015
300	0.1766003205
301	0.1765912304
302	0.1764368738
303	0.1764262043
304	0.1763953306
305	0.1763850472
306	0.1763658257
307	0.1763625149
308	0.1763613216
309	0.1763578821
310	0.1761845029
311	0.1761831107
312	0.1761777994
313	0.176174161
314	0.1761689315
315	0.1761650124
316	0.1761397776
317	0.1761311672
318	0.176127365
319	0.1761194915
320	0.1761173506
321	0.1761107524
322	0.1761093953
323	0.1761070555
324	0.1760648338
325	0.1760022208
326	0.1759234163
327	0.1759229483
328	0.1759190057
329	0.1758870558
330	0.175836364
331	0.1758352994
332	0.1758292978
333	0.1758230739
334	0.1758165108
335	0.1757210118
336	0.1756469923
337	0.1756207865
338	0.1756034603
339	0.1756021266
340	0.1755733002
341	0.1755716507
342	0.1755666786
343	0.1755616012
344	0.1755612971
345	0.1755098449
346	0.1755069318
347	0.1755054577
348	0.1754889972
349	0.1754371706
350	0.1753353074
351	0.1753321487
352	0.1753093357
353	0.1752908161
354	0.1752876106
355	0.1751811965
356	0.175181021
357	0.1751745047
358	0.1751600915
359	0.1751558447
360	0.1751478894
361	0.1751033396
362	0.1750982506
363	0.1750946941
364	0.1750936061
365	0.1750680788
366	0.1750001427
367	0.1749978497
368	0.1749941528
369	0.174896782
370	0.1747923568
371	0.1747842844
372	0.1747793709
373	0.1746734364
374	0.1746656566
375	0.1746482952
376	0.1746252014
377	0.1745938364
378	0.174589227
379	0.1745786745
380	0.1745783352
381	0.1745605293
382	0.1745403602
383	0.1745296557
384	0.1745253153
385	0.1745182374
386	0.1744669373
387	0.1744660716
388	0.1744657089
389	0.1744626087
390	0.1744501843
391	0.1744457387
392	0.1744439371
393	0.1744415505
394	0.1744147715
395	0.1744141865
396	0.1744073894
397	0.1744071437
398	0.1744052602
399	0.1744046986
400	0.1743989427
401	0.174395784
402	0.1743544163
403	0.1743496782
404	0.1743475139
405	0.1743388098
406	0.1743227471
407	0.1743133879
408	0.1742715874
409	0.1742657028
410	0.1742639713
411	0.1741905367
412	0.1741861964
413	0.174181002
414	0.1741809903
415	0.1741782059
416	0.1741656997
417	0.1741644362
418	0.1741575806
419	0.1741564224
420	0.1741548079
421	0.1741319481
422	0.1741288595
423	0.1741228346
424	0.1741224134
425	0.1741217583
426	0.1741193834
427	0.1741140252
428	0.1741087022
429	0.1741039992
430	0.1740711718
431	0.1740707038
432	0.1740680949
433	0.1740671005
434	0.1740650766
435	0.1740650298
436	0.1740643162
437	0.1740525119
438	0.1740217903
439	0.1740216148
440	0.174012899
441	0.174005634
442	0.1739994101
443	0.173998638
444	0.1739936191
445	0.1739934319
446	0.1739904487
447	0.173953316
448	0.1739041451
449	0.173726215
450	0.1737260512
451	0.1737130068
452	0.1737077423
453	0.1736993658
454	0.1736860406
455	0.1736447431
456	0.1736341906
457	0.1736333951
458	0.1736326347
459	0.1736291367
460	0.1736272999
461	0.1736204092
462	0.1736203858
463	0.1736097865
464	0.1736039253
465	0.1736004624
466	0.1735957828
467	0.1735953383
468	0.1735937121
469	0.173568337
470	0.1735617387
471	0.1735448571
472	0.173537007
473	0.1735321753
474	0.1735317542
475	0.1735209911
476	0.1735198914
477	0.1735161828
478	0.1734466439
479	0.1734423621
480	0.1734417772
481	0.1734371444
482	0.1734367232
483	0.1734303238
484	0.1734210933
485	0.1734194204
486	0.1734193151
487	0.173418812
488	0.173413875
489	0.1733960224
490	0.1733858442
491	0.1733845339
492	0.1733828727
493	0.1733797139
494	0.1733763914
495	0.1733749993
496	0.1733725425
497	0.1733677693
498	0.1733624696
499	0.1733612997
500	0.1733587961
501	0.1733556491
502	0.1733467579
503	0.1733297475
504	0.1733280863
505	0.1733258283
506	0.1733257465
507	0.1733160948
508	0.1733133689
509	0.1733131115
510	0.1733005117
511	0.1732864963
512	0.1732791259
513	0.1731503901
514	0.1731403758
515	0.1731397674
516	0.1731388198
517	0.173138539
518	0.173134924
519	0.1731298467
520	0.1731297531
521	0.1730779967
522	0.1730504806
523	0.1730501765
524	0.1730477782
525	0.1730450055
526	0.1730323238
527	0.1730232922
528	0.1730225551
529	0.1730181914
530	0.1730010874
531	0.173000678
532	0.1730004323
533	0.172995121
534	0.1729949572
535	0.1729189254
536	0.172914585
537	0.1729083963
538	0.1728724686
539	0.1728410217
540	0.1728156583
541	0.1727849952
542	0.1727716817
543	0.1727683358
544	0.1727673063
545	0.1727672595
546	0.1727659024
547	0.1727626384
548	0.1727407846
549	0.1727382109
550	0.1727357073
551	0.1727350638
552	0.1727336951
553	0.1727307352
554	0.1727295185
555	0.1727109054
556	0.1727109171
557	0.1727033595
558	0.1727021311
559	0.1727016866
560	0.172700154
561	0.1726952521
562	0.1726903503
563	0.1726864896
564	0.172684103
565	0.1726289305
566	0.172627199
567	0.1726270937
568	0.1726264035
569	0.1726247539
570	0.1726025141
571	0.1726019058
572	0.1725996362
573	0.1725975772
574	0.1725974017
575	0.17259257
576	0.1725911895
577	0.172566025
578	0.1725654283
579	0.1725588769
580	0.172557005
581	0.1724758373
582	0.1724739538
583	0.17247379
584	0.1724713566
585	0.1724569201
586	0.1724453614
587	0.1724401203
588	0.1724385292
589	0.1724084979
590	0.1724039938
591	0.1723884575
592	0.1723848308
593	0.1723682533
594	0.1723457912
595	0.1723449723
596	0.1722801949
597	0.172279259
598	0.1722782997
599	0.1722452383
600	0.172244279
601	0.1722435888
602	0.1722415531
603	0.1722374351
604	0.1721643514
605	0.1721623743
606	0.1721586189
607	0.172158537
608	0.1721546997
609	0.1721417489
610	0.1721413278
611	0.1721410704
612	0.1721354666
613	0.1721354198
614	0.1721345073
615	0.1721326003
616	0.1721320856
617	0.1720840144
618	0.1720823531
619	0.1720799782
620	0.1720770301
621	0.1720770769
622	0.1720753688
623	0.1720594114
624	0.1720591306
625	0.1720548722
626	0.1720526727
627	0.172052661
628	0.1720492566
629	0.1720490929
630	0.1720458756
631	0.1720457469
632	0.1719580044
633	0.1719523655
634	0.1719398242
635	0.1719351914
636	0.1719335184
637	0.1719322783
638	0.1719317051
639	0.1719304533
640	0.1719289207
641	0.171866799
642	0.1718658163
643	0.1718474839
644	0.1718452377
645	0.1718429681
646	0.171842664
647	0.1718177451
648	0.1718141535
649	0.1718130889
650	0.1718113808
651	0.1718111702
652	0.1718085497
653	0.1718084561
654	0.1718063386
655	0.1718051921
656	0.1718044199
657	0.1718031096
658	0.1718002902
659	0.171795751
660	0.1717913638
661	0.171791317
662	0.1717901588
663	0.1717897143
664	0.1717888953
665	0.1717877722
666	0.1717677435
667	0.1717677202
668	0.1717641637
669	0.1717608996
670	0.1717608645
671	0.171754044
672	0.1717532602
673	0.1717522424
674	0.1717449656
675	0.1717148758
676	0.1717128635
677	0.1717033639
678	0.1717028492
679	0.1717025216
680	0.1717025333
681	0.1716912789
682	0.1716903897
683	0.1716899218
684	0.1716869736
685	0.1716853007
686	0.171685055
687	0.1716829726
688	0.1716804222
689	0.1716780122
690	0.1716780005
691	0.1716766083
692	0.1716762223
693	0.1716754501
694	0.1716730986
695	0.1716489636
696	0.1716337549
697	0.1716329944
698	0.1716310875
699	0.1716310056
700	0.1716307833
701	0.1716237756
702	0.171622594
703	0.171622477
704	0.1716077831
705	0.1716054316
706	0.1716047764
707	0.1716030099
708	0.1715994183
709	0.171597991
710	0.1715979325
711	0.1715976167
712	0.1715969966
713	0.1715866547
714	0.1715709195
715	0.1715688488
716	0.1715681937
717	0.1715681703
718	0.1715663335
719	0.1715655497
720	0.171563748
721	0.1715633971
722	0.171559162
723	0.1715546345
724	0.1715525053
725	0.1715497677
726	0.1715491243
727	0.1715458486
728	0.1715447138
729	0.171540701
730	0.1715340911
731	0.1715266505
732	0.1715246266
733	0.1715221815
734	0.1715154078
735	0.1715152908
736	0.1715145888
737	0.1715134189
738	0.1714736891
739	0.1714731276
740	0.1714726947
741	0.1714714429
742	0.1714689861
743	0.1714688925
744	0.1714229506
745	0.1714227283
746	0.1714201545
747	0.1714191952
748	0.1714029921
749	0.1713990027
750	0.1713985698
751	0.1713879588
752	0.1713876781
753	0.1713862508
754	0.1713787868
755	0.1713738849
756	0.171345936
757	0.1713456319
758	0.1713442046
759	0.1713434441
760	0.1713418999
761	0.1713373373
762	0.1713373022
763	0.1713346465
764	0.1713284928
765	0.1713266795
766	0.1713255564
767	0.1713196367
768	0.1713181509
769	0.1713168406
770	0.1713119621
771	0.1713115995
772	0.1713099499
773	0.1713049193
774	0.1712892895
775	0.1712892427
776	0.1712883886
777	0.1712808779
778	0.1712805737
779	0.1712792751
780	0.171276444
781	0.1712741627
782	0.1712647099
783	0.1712625221
784	0.1712622531
785	0.1712575384
786	0.1712566258
787	0.1712519345
788	0.1712498989
789	0.1712469859
790	0.171225916
791	0.1712254246
792	0.1712254597
793	0.1712254129
794	0.1712246408
795	0.1712239739
796	0.1712239388
797	0.1712238569
798	0.1712046589
799	0.1712044951
800	0.1712037932
801	0.1711936852
802	0.1711936852
803	0.1711917198
804	0.1711911348
805	0.171189766
806	0.1711896374
807	0.1711717496
808	0.1711653268
809	0.1711638411
810	0.1711630104
811	0.1711568919
812	0.1711534757
813	0.1711511008
814	0.1711454268
815	0.1711385712
816	0.1711372024
817	0.1711365941
818	0.1711350732
819	0.1711343947
820	0.1711331546
821	0.1711301245
822	0.1711279953
823	0.1711133014
824	0.1711118858
825	0.1711117337
826	0.1711076859
827	0.1711064458
828	0.1710983383
829	0.1710886867
830	0.1710752562
831	0.1710752679
832	0.1710725537
833	0.1710689973
834	0.1710605623
835	0.1710591116
836	0.1710546894
837	0.1710521273
838	0.1710477987
839	0.1710408261
